Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP003144,Male,Yes,1,Not Graduate,No,4333,2451,110,60,1,Urban,Y
LP003145,Male,Yes,0,Graduate,No,2500,0,67,360,0,Semiurban,N
LP003146,Male,Yes,0,Graduate,No,4384,1793,117,360,1,Urban,Y
LP003147,Male,Yes,1,Graduate,No,2935,0,98,360,1,Semiurban,Y
LP003148,Female,No,0,Graduate,No,2833,0,71,300,1,Semiurban,Y
LP003149,Male,Yes,3+,Graduate,,63337,0,490,,0,Semiurban,N
LP003150,Male,Yes,0,Graduate,No,9833,1833,182,360,1,Semiurban,Y
LP003151,Male,Yes,0,Not Graduate,No,5503,4490,70,480,1,Urban,N
LP003152,Female,Yes,2,Graduate,No,5250,688,160,360,1,Urban,N
LP003153,Male,Yes,1,Graduate,No,2500,4600,176,360,1,Urban,N
LP003154,Male,Yes,0,Graduate,No,1830,0,,300,0,Semiurban,N
LP003155,Male,No,0,Graduate,No,4160,0,71,360,,Semiurban,Y
LP003156,Male,Yes,2,Graduate,No,2647,1587,173,360,1,Semiurban,Y
LP003157,Female,Yes,0,Graduate,No,2378,0,46,360,1,Semiurban,Y
LP003158,Male,No,0,Graduate,No,4554,1229,158,360,1,Urban,N
LP003159,Male,Yes,3+,Graduate,No,3173,0,74,360,,Semiurban,N
LP003160,Male,No,0,Graduate,No,2583,2330,125,240,1,Urban,Y
LP003161,Female,Yes,0,Not Graduate,,2499,2458,160,360,1,Semiurban,Y
LP003162,Male,Yes,1,Graduate,No,3523,3230,152,360,,Semiurban,Y
LP003163,Male,Yes,,Not Graduate,No,3083,2168,126,360,1,Semiurban,Y
LP003164,Male,Yes,2,Graduate,No,6333,4583,259,360,1,Urban,Y
LP003165,Male,Yes,2,Not Graduate,Yes,2625,6250,187,360,1,Semiurban,Y
LP003166,Female,Yes,3+,Graduate,No,9083,0,228,360,1,Semiurban,Y
LP003167,Male,Yes,2,Graduate,No,8750,4167,308,180,1,Semiurban,Y
LP003168,Male,Yes,0,Graduate,No,2666,2083,95,360,1,Urban,Y
LP003169,Male,No,0,Graduate,No,5500,0,105,360,1,Semiurban,Y
LP003170,Female,Yes,1,Not Graduate,No,2423,505,130,120,1,Semiurban,Y
LP003171,Male,No,0,Graduate,No,3813,0,116,360,,Urban,N
LP003172,Male,Yes,2,Graduate,No,8333,3167,165,360,1,Semiurban,Y
LP003173,Male,No,0,Graduate,No,3875,0,67,360,1,Semiurban,Y
LP003174,Male,Yes,0,Graduate,No,3000,1666,100,180,1,Semiurban,Y
LP003175,Female,Yes,1,Graduate,No,5167,3167,200,360,1,Semiurban,Y
LP003176,Male,Yes,1,Graduate,Yes,4723,0,81,180,1,Urban,Y
LP003177,Male,Yes,1,Graduate,Yes,5000,3667,236,360,1,Semiurban,Y
LP003178,Male,Yes,0,Graduate,No,4750,2333,130,360,1,Urban,Y
LP003179,Female,No,0,Graduate,Yes,3013,3033,95,360,1,Semiurban,Y
LP003180,Male,No,0,Graduate,No,6822,0,141,360,1,Urban,Y
LP003181,Male,Yes,2,Not Graduate,No,6216,0,133,360,1,Urban,Y
LP003182,Male,Yes,0,Graduate,No,2500,0,96,360,1,Urban,Y
LP003183,Male,Yes,2,Not Graduate,No,5124,0,124,360,1,Rural,N
LP003184,Female,No,3+,Graduate,No,6325,0,175,360,0,Urban,N
LP003185,Male,Yes,0,Graduate,No,19730,5266,570,480,1,Semiurban,Y
LP003186,Male,Yes,0,Graduate,No,15759,0,55,360,1,Urban,Y
LP003187,Male,No,0,Graduate,No,5185,0,155,360,1,Semiurban,Y
LP003188,Female,Yes,2,Not Graduate,No,9323,7873,380,,0,Rural,N
LP003189,Male,No,,Graduate,No,3062,1987,111,360,1,Semiurban,Y
LP003190,Male,Yes,0,Graduate,Yes,2764,1459,110,360,1,Semiurban,Y
LP003191,Male,Yes,2,Not Graduate,No,4817,923,120,180,1,Urban,Y
LP003192,Male,No,3+,Graduate,No,8750,4996,130,360,1,Semiurban,Y
LP003193,Female,Yes,0,Not Graduate,No,4310,0,130,360,1,Urban,Y
LP003194,Male,Yes,3+,Not Graduate,No,3069,0,71,360,1,Semiurban,Y
LP003195,Male,No,0,Not Graduate,No,5391,0,130,360,1,Urban,Y
LP003196,Male,Yes,1,Not Graduate,No,3333,2500,128,360,1,Urban,Y
LP003197,Female,Yes,0,Graduate,No,5941,4232,296,360,1,Urban,Y
LP003198,Male,Yes,1,Not Graduate,No,6000,0,156,360,1,Rural,N
LP003199,Male,Yes,2,Graduate,No,7167,0,128,360,0,Urban,N
LP003200,Male,Yes,0,Graduate,No,4566,0,100,480,1,Semiurban,Y
LP003201,Male,No,0,Graduate,No,3667,0,113,360,1,Urban,Y
LP003202,Female,Yes,3+,Graduate,No,2346,1600,132,360,1,Semiurban,Y
LP003203,Male,Yes,1,Graduate,Yes,3010,3136,,,0,Rural,N
LP003204,Male,Yes,2,Not Graduate,Yes,2333,2417,136,360,1,Semiurban,Y
LP003205,Male,No,0,Graduate,No,5488,0,125,360,1,Semiurban,Y
LP003206,Female,No,2,Not Graduate,No,9167,0,185,180,1,Rural,Y
LP003207,Male,Yes,0,Graduate,No,9504,0,275,360,1,Semiurban,Y
LP003208,Male,No,2,Graduate,No,2583,2115,120,360,,Urban,Y
LP003209,Male,No,1,Graduate,,1993,1625,113,360,1,Rural,N
LP003210,Male,No,2,Graduate,No,3100,1400,113,360,1,Urban,Y
LP003211,Female,No,2,Graduate,No,3276,484,135,360,1,Rural,Y
LP003212,Male,No,0,Graduate,No,3180,0,71,360,1,Semiurban,Y
LP003213,Male,Yes,0,Graduate,No,3033,1459,95,360,0,Semiurban,Y
LP003214,Male,No,0,Graduate,No,3902,1666,109,360,1,Semiurban,Y
LP003215,Female,Yes,2,Graduate,No,1500,1800,103,360,1,Rural,Y
LP003216,Male,Yes,0,Graduate,No,2889,0,45,360,,Rural,Y
LP003217,Male,No,0,Not Graduate,Yes,2755,0,65,360,1,Rural,Y
LP003218,Male,Yes,2,Graduate,No,2500,20000,103,360,1,Rural,Y
LP003219,Male,Yes,0,Graduate,No,1963,0,53,180,0,Urban,N
LP003220,Female,Yes,0,Graduate,Yes,7441,0,194,360,,Rural,N
LP003221,Male,Yes,3+,Graduate,No,4547,0,115,480,,Urban,Y
LP003222,Male,No,0,Graduate,,2167,2400,115,360,1,Urban,Y
LP003223,Male,No,1,Not Graduate,No,2213,0,66,360,1,Semiurban,Y
LP003224,Female,Yes,0,Graduate,No,8300,0,152,120,1,Semiurban,Y
LP003225,Male,Yes,0,Graduate,No,81000,0,360,360,1,Semiurban,Y
LP003226,Male,Yes,3+,Graduate,No,3867,0,62,360,1,Semiurban,N
LP003227,Male,Yes,0,Graduate,,6256,0,160,360,1,Rural,N
LP003228,Male,No,2,Graduate,Yes,6096,0,218,360,1,Urban,Y
LP003229,Female,Yes,0,Graduate,No,2253,2033,110,360,0,Semiurban,N
LP003230,Male,Yes,1,Graduate,No,2149,3237,178,360,1,Rural,N
LP003231,Male,Yes,1,Graduate,No,2995,0,60,360,1,Rural,N
LP003232,Male,Yes,3+,Not Graduate,No,2600,0,160,360,1,Urban,Y
LP003233,Female,No,0,Graduate,No,1600,20000,239,180,1,Semiurban,Y
LP003234,Male,Yes,2,Graduate,Yes,1025,2773,112,360,1,Semiurban,Y
LP003235,Male,Yes,2,Not Graduate,No,3246,1417,138,180,1,Urban,Y
LP003236,Male,No,2,Graduate,Yes,5829,0,138,360,1,Semiurban,Y
LP003237,Male,No,2,Graduate,No,2720,0,80,360,1,Urban,Y
LP003238,Female,No,1,Not Graduate,No,1820,1719,100,360,1,Urban,Y
LP003239,Male,No,2,Graduate,No,7250,1667,110,360,1,Rural,N
LP003240,Male,Yes,0,Graduate,No,14880,0,96,360,1,Semiurban,Y
LP003241,Male,No,3+,Graduate,No,2666,4300,121,360,0,Rural,N
LP003242,Female,,0,Graduate,No,4606,0,81,360,1,Rural,Y
LP003243,Male,No,0,Graduate,Yes,5935,0,133,360,1,Urban,N
LP003244,Male,Yes,2,Not Graduate,No,2920,16,87,360,1,Rural,N
LP003245,Male,No,1,Graduate,No,2717,0,60,360,1,Urban,Y
LP003246,Male,Yes,2,Graduate,Yes,8624,0,150,180,0,Semiurban,Y
LP003247,Female,No,1,Not Graduate,No,6500,0,105,360,,Rural,Y
LP003248,Male,Yes,2,Graduate,No,12876,0,405,360,1,Urban,Y
LP003249,Male,No,0,Graduate,No,2425,2340,143,360,1,Rural,Y
LP003250,Male,No,0,Graduate,No,3750,0,100,360,1,Semiurban,Y
LP003251,Female,Yes,1,Graduate,No,10047,0,,360,1,Semiurban,Y
LP003252,Male,Yes,0,Graduate,,1926,1851,50,360,1,Urban,N
LP003253,Male,Yes,0,Graduate,No,2213,1125,,360,0,Semiurban,N
LP003254,Male,Yes,0,Graduate,No,10416,0,187,360,1,Rural,Y
LP003255,Male,Yes,1,Graduate,No,7142,0,138,180,1,Urban,Y
LP003256,Female,No,0,Graduate,No,3660,5064,187,,1,Rural,Y
LP003257,Male,Yes,0,Not Graduate,No,7901,1833,180,360,1,Rural,N
LP003258,Male,Yes,1,Graduate,No,4707,1993,148,360,1,Rural,Y
LP003259,Male,Yes,0,Not Graduate,No,37719,0,152,480,0,Semiurban,N
LP003260,Female,Yes,0,Graduate,,7333,8333,175,360,1,Semiurban,Y
LP003261,Male,No,0,Not Graduate,No,3466,1210,130,360,1,Rural,Y
LP003262,Male,Yes,2,Graduate,No,4652,0,110,300,1,Urban,Y
LP003263,Male,Yes,1,Not Graduate,No,3539,1376,55,180,1,Rural,N
LP003264,Male,Yes,0,Not Graduate,No,3340,1710,150,360,1,Semiurban,Y
LP003265,Female,No,2,Graduate,,2769,1542,190,360,1,Semiurban,N
LP003266,Male,Yes,0,Graduate,Yes,2309,1255,125,360,1,Rural,Y
LP003267,Male,Yes,0,Graduate,No,1958,1456,60,360,1,Rural,Y
LP003268,Male,Yes,0,Not Graduate,No,3948,1733,149,360,0,Semiurban,N
LP003269,Female,Yes,1,Not Graduate,No,2483,2466,90,360,1,Semiurban,Y
LP003270,Male,No,0,Graduate,,7085,0,84,480,0,Urban,N
LP003271,Male,No,1,Graduate,,3859,0,96,360,0,Urban,N
LP003272,Male,No,2,Graduate,No,4301,0,118,360,,Rural,N
LP003273,Male,Yes,0,Graduate,Yes,3708,2569,173,180,1,Semiurban,Y
LP003274,Female,Yes,0,Graduate,No,4354,0,136,360,1,Semiurban,N
LP003275,Male,Yes,3+,Graduate,No,8334,0,160,360,1,Semiurban,Y
LP003276,Male,Yes,2,Graduate,No,2083,4083,160,360,1,Semiurban,Y
LP003277,Male,Yes,,Graduate,No,7740,0,128,300,0,Rural,N
LP003278,Female,Yes,0,Graduate,No,3015,2188,153,360,,Rural,Y
LP003279,Male,Yes,0,Graduate,No,5191,0,132,360,1,Rural,Y
LP003280,Male,No,2,Not Graduate,No,4166,0,98,180,1,Rural,Y
LP003281,Male,No,0,Graduate,No,6000,0,140,360,1,Rural,Y
LP003282,Male,Yes,3+,Graduate,No,2947,1664,70,360,1,Semiurban,N
LP003283,Female,Yes,2,Graduate,No,16692,0,110,360,1,Urban,N
LP003284,Male,Yes,0,Graduate,No,210,2917,98,360,1,Semiurban,Y
LP003285,Male,Yes,2,Not Graduate,Yes,4333,2451,110,360,1,Rural,Y
LP003286,Male,Yes,0,Graduate,No,3450,2079,162,360,1,Semiurban,N
LP003287,Female,No,1,Graduate,No,2653,1500,113,360,1,Rural,Y
LP003288,Male,Yes,1,Graduate,No,4691,0,100,,1,Urban,Y
LP003289,Male,Yes,0,Graduate,No,2500,0,93,360,,Semiurban,Y
LP003290,Male,Yes,0,Graduate,No,5532,4648,162,360,1,Urban,N
LP003291,Male,Yes,3+,Not Graduate,No,16525,1014,150,360,1,Semiurban,Y
LP003292,Female,Yes,2,Graduate,No,6700,1750,230,360,0,Semiurban,Y
LP003293,Male,No,1,Graduate,No,2873,1872,132,180,1,Urban,N
LP003294,Male,Yes,0,Graduate,No,16667,2250,86,360,1,Urban,Y
LP003295,Male,Yes,0,Graduate,Yes,2947,1603,,360,1,Semiurban,Y
LP003296,Female,No,0,Graduate,No,4350,0,154,360,1,Semiurban,Y
LP003297,Male,No,2,Graduate,No,3095,0,113,360,1,Urban,Y
LP003298,Male,Yes,0,Graduate,No,2083,3150,128,360,1,Rural,Y
LP003299,Male,No,3+,Graduate,No,10833,0,234,360,1,Urban,Y
LP003300,Male,No,1,Not Graduate,No,8333,0,246,360,1,Semiurban,N
LP003301,Female,Yes,0,Graduate,No,1958,2436,131,360,1,Semiurban,N
LP003302,Male,Yes,1,Graduate,No,3547,0,80,360,0,Semiurban,N
LP003303,Male,Yes,1,Not Graduate,Yes,18333,0,500,360,1,Urban,Y
LP003304,Male,Yes,0,Graduate,No,4583,2083,160,360,1,Rural,Y
LP003305,Female,Yes,0,Graduate,No,2435,0,75,360,1,Urban,Y
LP003306,Male,No,0,Graduate,No,2699,2785,96,360,1,Semiurban,Y
LP003307,Male,No,0,Not Graduate,No,5333,1131,186,360,1,Rural,N
LP003308,Male,No,0,Graduate,No,3691,0,110,360,1,Semiurban,Y
LP003309,Male,Yes,0,Not Graduate,Yes,17263,0,225,360,0,Semiurban,N
LP003310,Female,Yes,2,Graduate,No,3597,2157,119,360,,Semiurban,Y
LP003311,Male,Yes,1,Graduate,No,3326,913,105,360,0,Urban,N
LP003312,Male,Yes,1,Not Graduate,Yes,2600,1700,107,360,1,Semiurban,Y
LP003313,Male,Yes,0,Graduate,No,4625,2857,111,360,1,Semiurban,Y
LP003314,Female,No,0,Not Graduate,No,2895,0,95,,1,Semiurban,Y
LP003315,Male,Yes,1,Graduate,Yes,6283,4416,209,360,1,Semiurban,Y
LP003316,Male,No,0,Graduate,No,645,3683,113,360,1,Rural,N
LP003317,Male,No,3+,Graduate,No,3159,0,100,360,1,Urban,N
LP003318,Male,Yes,0,Graduate,Yes,4865,5624,208,360,1,Semiurban,Y
LP003319,Female,Yes,0,Graduate,No,4050,5302,138,480,1,Semiurban,Y
LP003320,Male,Yes,2,Not Graduate,Yes,3814,1483,124,360,1,Rural,Y
LP003321,Male,No,1,Graduate,No,3510,4416,243,360,1,Semiurban,Y
LP003322,Male,Yes,0,Graduate,Yes,20833,6667,480,180,1,Rural,Y
LP003323,Female,Yes,0,Graduate,No,3583,0,96,,1,Rural,Y
LP003324,Male,Yes,2,Graduate,No,2479,3013,188,360,1,Semiurban,Y
LP003325,Male,No,0,Graduate,No,13262,0,40,360,1,Semiurban,Y
LP003326,Male,No,0,Graduate,No,3598,1287,100,360,1,Rural,Y
LP003327,Male,Yes,3+,Not Graduate,No,6065,2004,250,360,,Urban,N
LP003328,Female,No,0,Graduate,No,3283,2035,148,360,,Urban,Y
LP003329,Male,Yes,0,Graduate,No,2130,6666,70,360,1,Rural,Y
LP003330,Male,Yes,1,Graduate,No,5815,3666,311,360,1,Semiurban,Y
LP003331,Male,No,,Graduate,No,3466,3428,150,360,1,Rural,Y
LP003332,Female,Yes,2,Graduate,No,2031,1632,113,180,1,Urban,N
LP003333,Male,Yes,2,Not Graduate,No,3074,1800,123,60,1,Urban,Y
LP003334,Male,Yes,3+,Graduate,No,4683,1915,185,360,1,Rural,Y
LP003335,Male,No,2,Not Graduate,No,3400,0,95,360,1,Semiurban,Y
LP003336,Male,No,0,Graduate,,2192,1742,45,180,1,Urban,N
LP003337,Female,Yes,0,Graduate,No,2500,0,55,360,1,Urban,Y
LP003338,Male,Yes,1,Graduate,No,5677,1424,100,180,1,Urban,Y
LP003339,Male,No,0,Not Graduate,No,7948,7166,480,480,1,Semiurban,Y
LP003340,Male,No,2,Graduate,No,4680,2087,,360,1,Urban,Y
LP003341,Female,No,0,Not Graduate,No,17500,0,400,360,0,Semiurban,N
LP003342,Male,No,0,Graduate,No,3775,0,110,360,1,Urban,N
LP003343,Male,Yes,1,Graduate,No,5285,1430,161,360,1,Rural,Y
LP003344,Male,No,1,Graduate,No,2679,1302,94,180,1,Semiurban,Y
LP003345,Male,Yes,1,Graduate,No,6783,0,130,360,0,Urban,N
LP003346,Female,Yes,0,Graduate,No,1025,5500,216,360,1,Rural,Y
LP003347,Male,Yes,0,Graduate,No,4281,0,100,360,0,Rural,N
LP003348,Male,No,0,Not Graduate,,3588,0,110,360,1,Urban,N
LP003349,Male,No,2,Graduate,No,11250,0,196,360,1,Rural,N
LP003350,Female,Yes,0,Not Graduate,No,18165,0,125,360,,Semiurban,N
LP003351,Male,Yes,2,Graduate,No,2550,2042,126,360,,Urban,Y
LP003352,Male,Yes,3+,Graduate,,6133,3906,324,360,1,Semiurban,Y
LP003353,Male,No,0,Not Graduate,No,3617,0,107,36,1,Semiurban,N
LP003354,Male,No,0,Graduate,Yes,2917,536,66,360,1,Rural,Y
LP003355,Female,No,0,Graduate,,6417,0,157,360,1,Semiurban,Y
LP003356,Male,Yes,2,Graduate,No,4608,2845,140,360,1,Rural,Y
LP003357,Male,Yes,,Graduate,No,2138,0,99,360,1,Semiurban,Y
LP003358,Male,Yes,0,Graduate,No,3652,0,95,360,0,Urban,Y
LP003359,Female,Yes,2,Graduate,No,2239,2524,128,360,1,Rural,N
LP003360,Male,Yes,3+,Graduate,No,3017,663,102,360,1,Urban,Y
LP003361,Male,Yes,0,Graduate,No,2768,1950,155,360,1,Urban,Y
LP003362,Male,Yes,3+,Graduate,No,3358,0,80,360,1,Urban,Y
LP003363,Male,No,0,Graduate,No,2526,1783,145,360,1,Rural,Y
LP003364,Female,Yes,1,Graduate,No,5000,0,103,360,1,Semiurban,Y
LP003365,Male,Yes,0,Not Graduate,No,2785,2016,110,360,1,Semiurban,Y
LP003366,Male,Yes,1,Graduate,No,6633,0,,360,1,Semiurban,Y
LP003367,Male,Yes,2,Graduate,No,2492,2375,,360,1,Semiurban,Y
LP003368,Female,Yes,0,Graduate,No,3333,3250,158,360,1,Urban,Y
LP003369,Male,Yes,0,Graduate,Yes,2454,2333,181,360,1,Semiurban,Y
LP003370,Male,No,3+,Graduate,No,3593,4266,132,360,,Rural,Y
LP003371,Male,Yes,1,Graduate,Yes,5468,1032,26,360,0,Urban,N
LP003372,Male,Yes,2,Graduate,No,2667,1625,84,360,1,Semiurban,Y
LP003373,Female,No,0,Graduate,No,10139,0,260,180,1,Urban,Y
LP003374,Male,Yes,0,Graduate,Yes,3887,2669,162,360,1,Urban,Y
LP003375,Male,No,2,Graduate,No,4180,2306,182,360,1,Rural,N
LP003376,Male,Yes,0,Graduate,No,3675,242,108,360,1,Rural,Y
LP003377,Female,Yes,0,Graduate,No,19484,0,600,300,1,Semiurban,N
LP003378,Male,Yes,2,Graduate,Yes,5923,2054,211,360,1,Rural,Y
LP003379,Male,Yes,0,Graduate,No,5800,0,132,360,1,Semiurban,Y
LP003380,Male,Yes,0,Not Graduate,No,8799,0,258,360,1,Rural,Y
LP003381,Male,Yes,3+,Graduate,No,4467,0,120,360,1,Rural,Y
LP003382,Female,Yes,0,Graduate,No,3333,0,70,360,0,Semiurban,N
LP003383,Male,Yes,1,Graduate,Yes,3400,2500,123,360,1,Urban,Y
LP003384,Male,No,0,Graduate,No,2378,0,9,480,0,Urban,N
LP003385,Male,Yes,0,Graduate,No,3166,2064,104,360,1,Semiurban,Y
LP003386,Female,No,3+,Graduate,No,3417,1750,186,360,1,Urban,Y
LP003387,Male,Yes,0,Graduate,No,5116,1451,165,360,1,Semiurban,Y
LP003388,Male,No,2,Graduate,No,16666,0,275,360,1,Urban,Y
LP003389,Male,Yes,0,Graduate,No,6125,1625,187,480,1,Rural,N
LP003390,Male,Yes,1,Graduate,No,6406,0,150,360,1,Urban,N
LP003391,Female,Yes,1,Graduate,No,8666,4983,376,360,0,Urban,N
LP003392,Male,Yes,3+,Graduate,Yes,4917,0,130,360,1,Semiurban,Y
LP003393,Male,Yes,0,Graduate,No,5818,2160,184,360,1,Rural,Y
LP003394,Male,No,2,Not Graduate,No,4333,2451,110,360,1,Urban,Y
LP003395,Female,No,2,Graduate,No,2500,0,67,360,1,Rural,Y
LP003396,Male,Yes,2,Graduate,No,4384,1793,117,360,1,Urban,N
LP003397,Male,Yes,2,Graduate,No,2935,0,98,360,1,Rural,Y
LP003398,Male,Yes,1,Graduate,No,2833,0,71,360,0,Urban,N
LP003399,Male,No,2,Graduate,,63337,0,490,360,1,Rural,N
LP003400,Female,Yes,0,Graduate,No,9833,1833,182,360,,Rural,Y
LP003401,Male,Yes,3+,Not Graduate,No,5503,4490,70,360,1,Semiurban,Y
LP003402,Male,No,0,Graduate,No,5250,688,160,360,1,Semiurban,Y
LP003403,Male,Yes,0,Graduate,No,2500,4600,176,360,1,Rural,Y
LP003404,Female,No,2,Graduate,No,1830,0,,84,,Rural,Y
LP003405,Male,Yes,1,Graduate,No,4160,0,71,360,1,Rural,N
LP003406,Male,Yes,2,Graduate,No,2647,1587,173,180,1,Urban,Y
LP003407,Male,No,1,Graduate,No,2378,0,46,360,1,Semiurban,Y
LP003408,Male,Yes,2,Graduate,No,4554,1229,158,360,,Urban,Y
LP003409,Female,Yes,0,Graduate,No,3173,0,74,360,,Semiurban,Y
LP003410,Male,No,0,Graduate,No,2583,2330,125,360,1,Rural,N
LP003411,Male,Yes,1,Not Graduate,,2499,2458,160,360,1,Semiurban,Y
LP003412,Male,Yes,0,Graduate,No,3523,3230,152,360,1,Semiurban,Y
LP003413,Female,Yes,0,Not Graduate,No,3083,2168,126,360,1,Rural,Y
LP003414,Male,Yes,0,Graduate,No,6333,4583,259,360,,Rural,Y
LP003415,Male,Yes,1,Not Graduate,Yes,2625,6250,187,360,1,Rural,Y
LP003416,Male,No,0,Graduate,No,9083,0,228,360,0,Rural,N
LP003417,Male,Yes,0,Graduate,No,8750,4167,308,360,0,Rural,Y
LP003418,Female,Yes,1,Graduate,No,2666,2083,95,360,1,Semiurban,Y
LP003419,Male,Yes,0,Graduate,No,5500,0,105,360,1,Urban,N
LP003420,Male,No,0,Not Graduate,No,2423,505,130,360,1,Urban,Y
LP003421,Male,No,0,Graduate,No,3813,0,116,360,1,Urban,Y
LP003422,Female,Yes,2,Graduate,No,8333,3167,165,360,1,Semiurban,Y
LP003423,Male,No,1,Graduate,No,3875,0,67,360,1,Urban,Y
LP003424,Male,No,0,Graduate,No,3000,1666,100,180,1,Urban,Y
LP003425,Male,No,2,Graduate,No,5167,3167,200,180,1,Urban,Y
LP003426,Male,No,0,Graduate,Yes,4723,0,81,,1,Semiurban,Y
LP003427,Female,No,0,Graduate,Yes,5000,3667,236,360,1,Rural,Y
LP003428,Male,Yes,0,Graduate,No,4750,2333,130,360,1,Rural,Y
LP003429,Male,No,1,Graduate,Yes,3013,3033,95,360,0,Urban,N
LP003430,Male,Yes,0,Graduate,No,6822,0,141,360,1,Semiurban,Y
LP003431,Female,Yes,1,Not Graduate,No,6216,0,133,360,1,Rural,N
LP003432,Male,No,2,Graduate,No,2500,0,96,360,1,Rural,N
LP003433,Male,Yes,0,Not Graduate,No,5124,0,124,360,1,Urban,Y
LP003434,Male,Yes,0,Graduate,No,6325,0,175,360,1,Semiurban,Y
LP003435,Male,Yes,3+,Graduate,No,19730,5266,570,360,1,Rural,Y
LP003436,Female,Yes,2,Graduate,No,15759,0,55,360,1,Semiurban,Y
LP003437,Male,No,,Graduate,No,5185,0,155,360,0,Rural,N
LP003438,Male,No,0,Not Graduate,No,9323,7873,380,360,1,Urban,Y
LP003439,Male,Yes,0,Graduate,No,3062,1987,111,360,,Semiurban,Y
LP003440,Female,Yes,2,Graduate,Yes,2764,1459,110,360,1,Rural,Y
LP003441,Male,Yes,0,Not Graduate,No,4817,923,120,360,1,Semiurban,Y
LP003442,Male,Yes,3+,Graduate,No,8750,4996,130,360,1,Rural,N
LP003443,Male,No,2,Not Graduate,No,4310,0,130,360,1,Rural,Y
LP003444,Male,Yes,0,Not Graduate,No,3069,0,71,360,0,Rural,N
LP003445,Female,Yes,2,Not Graduate,No,5391,0,130,360,1,Semiurban,Y
LP003446,Male,Yes,0,Not Graduate,No,3333,2500,128,180,1,Urban,Y
LP003447,Male,Yes,1,Graduate,No,5941,4232,296,360,1,Rural,Y
LP003448,Male,No,1,Not Graduate,No,6000,0,156,360,1,Urban,N
LP003449,Female,Yes,0,Graduate,No,7167,0,128,480,0,Urban,N
LP003450,Male,Yes,0,Graduate,No,4566,0,100,360,1,Semiurban,Y
LP003451,Male,No,3+,Graduate,No,3667,0,113,360,1,Semiurban,N
LP003452,Male,No,2,Graduate,No,2346,1600,132,360,1,Semiurban,Y
LP003453,Male,No,1,Graduate,Yes,3010,3136,,360,1,Urban,Y
LP003454,Female,No,0,Not Graduate,Yes,2333,2417,136,300,,Urban,Y
LP003455,Male,Yes,0,Graduate,No,5488,0,125,360,1,Rural,Y
LP003456,Male,No,0,Not Graduate,No,9167,0,185,360,1,Rural,N
LP003457,Male,,2,Graduate,No,9504,0,275,480,1,Semiurban,N
LP003458,Female,No,0,Graduate,No,2583,2115,120,,0,Rural,N
LP003459,Male,Yes,3+,Graduate,,1993,1625,113,360,1,Semiurban,Y
LP003460,Male,No,1,Graduate,No,3100,1400,113,360,1,Rural,N
LP003461,Male,Yes,0,Graduate,No,3276,484,135,360,1,Semiurban,Y
LP003462,Male,No,1,Graduate,No,3180,0,71,360,1,Semiurban,Y
LP003463,Female,Yes,1,Graduate,No,3033,1459,95,300,1,Rural,Y
LP003464,Male,No,0,Graduate,No,3902,1666,109,180,0,Urban,N
LP003465,Male,No,0,Graduate,No,1500,1800,103,360,1,Urban,Y
LP003466,Male,Yes,0,Graduate,No,2889,0,45,180,1,Urban,Y
LP003467,Female,Yes,0,Not Graduate,Yes,2755,0,65,360,1,Rural,Y
LP003468,Male,Yes,0,Graduate,No,2500,20000,103,360,,Semiurban,Y
LP003469,Male,Yes,0,Graduate,No,1963,0,53,480,1,Urban,N
LP003470,Male,Yes,2,Graduate,Yes,7441,0,194,360,1,Urban,Y
LP003471,Male,No,1,Graduate,No,4547,0,115,360,1,Semiurban,Y
LP003472,Female,Yes,1,Graduate,,2167,2400,115,360,1,Semiurban,Y
LP003473,Male,Yes,0,Not Graduate,No,2213,0,66,360,1,Urban,Y
LP003474,Male,Yes,0,Graduate,No,8300,0,152,360,1,Urban,Y
LP003475,Male,Yes,1,Graduate,No,81000,0,360,360,1,Urban,N
LP003476,Female,No,0,Graduate,No,3867,0,62,180,1,Urban,Y
LP003477,Male,Yes,3+,Graduate,,6256,0,160,360,1,Semiurban,Y
LP003478,Male,Yes,0,Graduate,Yes,6096,0,218,360,0,Urban,N
LP003479,Male,Yes,0,Graduate,No,2253,2033,110,360,1,Urban,Y
LP003480,Male,No,2,Graduate,No,2149,3237,178,360,1,Rural,Y
LP003481,Female,Yes,1,Graduate,No,2995,0,60,360,1,Rural,Y
LP003482,Male,Yes,0,Not Graduate,No,2600,0,160,360,1,Rural,Y
LP003483,Male,Yes,0,Graduate,No,1600,20000,239,360,,Urban,Y
LP003484,Male,Yes,2,Graduate,Yes,1025,2773,112,180,1,Semiurban,Y
LP003485,Female,No,0,Not Graduate,No,3246,1417,138,360,1,Urban,Y
LP003486,Male,No,0,Graduate,Yes,5829,0,138,360,,Semiurban,Y
LP003487,Male,No,3+,Graduate,No,2720,0,80,360,0,Urban,N
LP003488,Male,Yes,0,Not Graduate,No,1820,1719,100,360,1,Urban,Y
LP003489,Male,Yes,0,Graduate,No,7250,1667,110,360,1,Rural,Y
LP003490,Female,Yes,1,Graduate,No,14880,0,96,360,0,Semiurban,N
LP003491,Male,Yes,,Graduate,No,2666,4300,121,180,1,Urban,Y
LP003492,Male,Yes,2,Graduate,No,4606,0,81,360,1,Semiurban,Y
